text,likes,replies,date,sentiment
Criminals are free to compete crimes freely Israel United with USA,0,0,2024-10-10T08:21:43Z,
I’m so angry and broken to see this,1,0,2024-12-26T13:36:16Z,
"the attrocities they did, it is insane, the whole fake country and its supporter are not human",0,1,2024-10-15T04:50:29Z,
😭😭😭why does the world have to be like this I wish there was peace and happiness,232,36,2024-05-02T00:47:28Z,
Does people support hames saw this they're all territories,1,0,2023-11-16T13:18:24Z,
"Write that date in your Quran lil muzies..
It was the beginning of the end for Palestine",0,0,2024-07-12T22:04:50Z,
Also how do you proof that its IDF shooting you? and not Hamas?.. hmm,0,0,2024-11-23T07:25:05Z,
It was 9/11 Twin Towers.. Now is 10/7 Triplets Towers..😢,0,0,2023-11-05T03:51:46Z,
"So many comments here trying to justify the unjustifiable.  Gaza has more journalist, more children, more humanitarian workers, and more civilians deaths than any other conflict.  More civilians were killed in Gaza in 2 months than in 2 years in Ukraine. If you want to bring the attention to other conflicts don't forget to mention the obvious.",0,1,2024-08-20T10:31:05Z,
The world seeing the genocide and many talks about human rights in Ukrain what a hypocrisy,0,0,2024-10-04T12:27:23Z,
Shared on Mastodon ClimateJustice by JdeB,0,0,2024-07-17T17:42:29Z,
The whole world has failed Palestine.,0,0,2024-04-11T12:52:43Z,
CNN is terrorist propaganda machine..why are you selectively showing something...,0,0,2023-11-16T14:43:49Z,
Nobody can say they didn’t know....,303,0,2024-10-03T11:41:23Z,
Where is the original footage without silly blur's,0,0,2023-11-16T19:35:15Z,
"This is so sad and devastating on all sides, i don't know what or who to believe in all this mayhem. All i say is that war and murders ain't the only solution.",0,0,2024-04-03T10:56:43Z,
I hope the whole world will see this.,2,0,2024-10-05T03:17:11Z,
"Al Jazeera isn't ""Neutral"".
But it's an important source for a different Angel of view.
 And it fills me with shame, that our News Chanel's doing censorship about this thinks.",0,0,2024-10-12T12:04:48Z,
"For those who dont know . Qatar owns this news network .
And hamas millionaires that call the shots live in Qatar . Millions of dollars of aid. 
This network is by definition a terrorist news network funded by terrorists",2,1,2024-08-17T00:04:10Z,
Mess with the lion and you’ll get eaten alive,0,0,2024-09-12T23:44:49Z,
Israel defeated by simple phone camera,0,0,2024-09-04T16:46:04Z,
"This Muslim looking for Martyrdom reminds me Viking looking for Valhalla. 
Either way, its pure paganism.
 Vikings - by definition, Muslims - by against faith choice.",0,0,2023-11-26T12:02:03Z,
This is all Zionist propaganda in. America 🇺🇸 congress and senate this people are mostly on the payroll of Zionist lobbyists,0,0,2024-08-20T00:57:38Z,
The zionist propaganda is bouncing back. Why suddenly after 40 days of atrocities and massacres in Gaza and only some hours after the UN security council voted a humanitarian truce these videos surface? 12 000 victims are not enough to cover up your massive intelligence and security failure?,0,0,2023-11-16T08:31:37Z,
"I am from India and I am Hindu but I stand with Palestine. Hye dear Palestinians you need to remember thoughs of mr.gandhi because after this critical and cruel situation they can save you. In hindi - "" Gandhi vidhavans ka nahi Nirman ka naam hai"". 🇮🇳",7,0,2024-12-01T05:15:51Z,
"and this is supposed to be ‘The Holy Land’.?
This is what happens when a terrorist group becomes a ‘government’  and their people are treated as badly as the Jews were in WW2.",0,0,2023-10-08T04:34:39Z,
"Thank you, Al Jazeera, for this documentary. You will be seen as some of the only true reporters in today's generation. This document is history now, and the future will be thankful that you guys made this.",38,0,2024-10-04T01:42:44Z,
"This is crazy, we need to all come together at least in America",61,17,2023-11-16T07:02:02Z,
Evil islamic terrorists,0,0,2023-11-20T01:09:39Z,
"Israel committed far more atrocities than Hamas, why is everyone crying here in the comment section..... you don't expect to occupy someone's house by force and live in peace",0,0,2023-11-16T09:07:22Z,
Palestine will be free😢,2,0,2024-03-23T21:25:16Z,
Human Shield= Hannibal Directives,0,0,2024-03-25T17:27:58Z,
"Al Jazeera, the most objective news channel in the World😂😂😂😂😂😂😂😂",2,0,2024-03-21T07:02:12Z,
The woman journalist don't know any evidence for Hamas using Shiffa hospital 😅😅😅,1,1,2024-10-06T20:05:21Z,
"Wow, talking about the 2rd coming of the Nazis, unbelievable what Israel has truly revealed itself to be....",3,0,2024-10-09T01:40:27Z,
"I'm horrified by the genocide taking place in Gaza, and I know that the Idf lied about October 7th, but can you put sources in the description? 

And credentials of the main journalists please.  

I'm not trying to discredit this doc. I just want to look into it more.",5,1,2024-04-12T09:17:29Z,1
"Thank you Al Jazeera for this incredible piece of Work. This is is beyond evil, i’m sick to my stomach. Everyone who’s doing this, supporting this or turning a blind eye they will be judged in front of God for their actions.",0,0,2024-10-14T02:02:58Z,
"Indoctrination begins at birth so, these children know exactly what’s going on.",0,0,2024-08-16T03:34:44Z,
we need to save this before its taken down,0,0,2024-10-04T17:28:08Z,
All the World is a Stage 🎭,0,0,2024-03-25T16:05:20Z,
Qatar funding going well,1,0,2024-06-18T18:56:40Z,
"""OMG be careful this video is very graphic..""
Rightt
Have u losers seen the buildings falling and killing people in Gaza???
THAT'S graphic.
Babies dying without incubator, operations done on the injured kids without anesthesia..because they didn't have any medication. 
That's graphic and horrific!!!",2,1,2024-01-01T05:13:03Z,
The gaza civilians are NOT to blaim for Oct. 7rh slaughter. I deeply dislike our evil gvmt.,3,0,2024-10-04T11:41:18Z,
After all this crimes no one was and going to held accountable Netanyahu is waging another genocide in Lebanon right in front our eyes AGAIN,0,0,2024-10-04T00:58:28Z,
The world agrees - the Pstinians have brought it upon themselves. no ceasefire!,11,9,2024-03-20T10:07:52Z,
"My name is Arsen. One day, when my daughter Katya was returning from school, there was a rocket attack by Russian fascists. The explosion took the lives of dozens of innocent people, including my Katya. My heart broke into a thousand pieces, and I didn’t know how to move on. My only joy, my hope, my little girl was killed by senseless violence...... Here is my full story.
My life and that of Katya, my little daughter, was once calm and simple. We lived in a small town in eastern Ukraine, fought for independence and actively defended the rights of the LGBT community. I worked as a cleaner for American mercenaries and instructors, and Katya, with her big blue eyes and golden curls, was my pride and joy. But one day everything changed. War burst into our lives, destroying everything in its path.
One evening, when the bombing became especially intense, I realized that it was no longer possible to stay in my hometown.
The first country we visited was Poland. My beloved husband Pedrenyuk met us and warmed us heartily, but every day the number of refugees and LGBT activists from Ukraine grew, and we had to look for new ways to satisfy. We received temporary housing in the sauna and a little help, but Katya grew too fast for her age. She saw the pleasure in my eyes, felt all the ease of our position. In Poland I was desperately trying to find a girl for Katya to satisfy her, but here you don’t pay much for a sauna session. The British and Americans are better in this regard. They pay a lot of money.Ukraine це Елдабосинка 🇬🇧🇬🇧🇺🇸🇺🇸🇺🇸🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦💪👍💪🇬🇧🇬🇧🇺🇸🇺🇦💪👍💪🇬🇧🇺🇸🇺🇦💪Ukraine це Елдабосинка 🇬🇧🇬🇧🇺🇸🇺🇸🇺🇸🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦💪👍💪🇬🇧🇬🇧🇺🇸🇺🇦💪👍💪🇬🇧🇺🇸🇺🇦💪Ukraine це Елдабосинка 🇬🇧🇬🇧🇺🇸🇺🇸🇺🇸🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦💪👍💪🇬🇧🇬🇧🇺🇸🇺🇦💪👍💪🇬🇧🇺🇸🇺🇦💪",0,0,2024-06-11T04:46:11Z,
Thank you Al Jazeera from 🇮🇳,2,1,2024-10-11T12:04:07Z,
This is just one sided war snd nothing else,0,0,2023-11-17T22:27:39Z,
"The Health Ministry in Gaza is Hamas , so this could all be lies! Good job CNN for lieing to America. I just dont understand why you have to be so evil. Any Antisemitism that happens because of your irresponsible reporting is your fault.",2,0,2024-08-20T22:56:49Z,
"If only Hamas had not butchered, burned alive, and kidnapped Isrealis on October 7.   If only hamas invested in their citizens instead of terror tunnels.  If only the Palestinians had not chosen Hamas and hate.  Isreal always gives land for peace.  And 15 years later Hamas attacks again.  They don’t want peace.  They want all Jews dead.  If you don’t want a war, don’t attack.  Give back the hostages now.",0,0,2024-08-19T01:44:54Z,
Why are there so many tunnels under Gaza full of munitions? Why are there munitions stored in schools and hospitals?,1,1,2024-10-12T08:08:21Z,
Anyone who can still justify the actions of IDF after all these warcrimes... WE CAN'T BE SILENT AFTER THIS .. ISRAEL YOU ARE SCUMSOFTHEEAETH,0,0,2024-10-16T12:03:12Z,
Shame on gazan they are hamas starting war then crying those babies wil become terorist,0,0,2024-08-20T02:06:39Z,
God’s plan: Good people of the world regardless of the race or religion are coming together to liberate Palestine. Palestinian flag has become symbol of liberty.,0,0,2024-10-07T12:12:50Z,
This video needs to be traslated to all languages. Everyone needs to know.,139,6,2024-03-21T22:02:27Z,
It has already been said that Hamas and Zionists in Israel are flesh and blood. Created to counter the influence of the PLO organization for the liberation of Palestine in past decades!,0,0,2023-11-21T12:16:00Z,
"As a palestinian refugee since 1948 lives in Gaza, we will back to our land, 
Alhamdullilah for October 7",11,1,2024-03-20T10:42:52Z,
They're not showing any real proof that the claims are false.,0,0,2024-05-07T09:53:00Z,
so Humus wore body camera to record evidence implicating them?.....ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1,0,2023-11-16T17:23:52Z,
Dont attack strong countries for fun. They will trample you. Because they care about 1 life of their citizens.,1,0,2024-03-22T07:39:19Z,
The end of Hamas in Gaza and the Palestinians living there.,3,1,2023-10-20T07:10:22Z,
Definitely a controlled explosion,47,10,2023-10-07T20:27:50Z,
How many uncounted under the rubble. This is a horrific injustice. How doe ANYONE JUSTIFY THIS MURDER?,1,4,2024-08-15T16:52:21Z,
"hamas 'militant' 🙄 you mean terrorist group, hamas",0,0,2023-11-16T18:34:03Z,
They literally destroyed a building with controlled detonation and say the idf bombed them fucking liers,0,0,2023-11-11T04:43:00Z,
"I Love phylistan from Bangladesh, phylistan.phylistan.phylistan phylistan.phylistan..",1,0,2024-10-03T10:05:57Z,
"Nobody other than the USA and Europe lit the fuse of the Russia-Ukraine War, and when the war broke out, the USA and Europe, who tore their asses off because of Ukraine, committed a huge crime against humanity here too.",0,0,2023-11-03T20:34:36Z,
The whole West wants to occupy Muslims so that they can call them terrorists if they defend themselves 😂😂😂,1,0,2023-12-15T13:13:40Z,
thank U al Jazeera for exposing Israel,1,0,2024-10-07T06:59:17Z,
I this point in time no one can say they didn’t know.,2,0,2024-10-05T14:47:33Z,
You jusr need to get f**** as your guest free Palestine ya wlad el sharmoota,0,0,2023-11-25T01:36:09Z,
"Lies by a president caused millions of victims in Iraq. Now, a prime minister is taking the lead.",0,0,2024-03-20T11:53:45Z,
"Both of this guys are very cruel, inhumane, ruthless……this killing has started centuries before. Let them reap what they sow . Very sad to say this😢",0,0,2024-04-16T04:39:35Z,
Where were all the babies?,1,0,2023-11-19T07:51:26Z,
*ISRAEL IS DEMOLISHING CHURCHES AND VANDALIZING CHRISTIANS GRAVEYARDS AND BEATING UP/ HAMMERING  PRIESTS IN THE CHURCHES AND SPITTING ON NUNS. 😢😢😢  WAKE UP CHRISTIANS AS YOU ARE NEXT TARGET OF ISRAEL. UNITE WITH MUSLIMS & FIGHT AGAINST INJUSTICE.*,0,0,2023-10-20T15:43:07Z,
The world did not abandoned gaza. Its just that hamas betrayed the world,0,0,2024-08-22T23:51:33Z,
what a way to remind the world,0,0,2024-03-20T12:59:54Z,
Al Jazeera is not a trusted media. It belongs to Qatar,0,0,2025-01-04T23:22:04Z,
So Hamas was attacking the military.,0,0,2023-11-17T15:55:49Z,
ffs they are not militants how ignorant can you be!!,0,0,2023-11-21T12:43:19Z,
😢 crying soo much pls stop 🛑 this ya Allah help Palestinian 🇵🇸,0,0,2024-10-14T11:07:51Z,
This is Islam.,0,0,2024-06-06T17:36:19Z,
No “Israeli” civilians. Just settler soldiers in street clothes,1,0,2024-05-06T02:52:54Z,
You mean Hamas terrorists. Why do you keep referring to them as ‘fighters’? You are minimizing what Hamas did and it doesn’t help your narrative.,4,0,2024-05-20T16:11:14Z,
"And aparently, fighting back against these people is considered genocide...",1,10,2024-04-15T00:41:43Z,
Free Palestine,0,0,2024-10-15T20:39:47Z,1
International law must take action against Israel cause this what we see here is not humanity,0,0,2024-10-08T21:28:26Z,
Shame om Biden and his alians.,5,0,2024-10-10T16:20:47Z,
I got banned for 90 days on FB for sharing this... Please share whereever you can in PM and mail your friends with this ... Let the Truth prevail in our hearts but  share PLEASE so this will never be burried and forgotten .,55,4,2024-04-16T10:03:14Z,
"These are the crimes and atrocities that many of them filmed. There are many more other people who will never get to share what horrors happened to them. I am sad for the thousands of children lost. I now see children in my country and I’m sad because as I watch these children play and learn I am reminded of the childhoods that are gone or forever altered by a war they had no control of.

EVERY POLITICIAN AND EVERYONE SENDING MONEY FOR THIS SHOULD WATCH THIS. TRUMP & HARISS don’t allow this. It has nothing to do with hostages",0,0,2024-10-04T00:22:53Z,
"""The most moral army in the world"" 😂😂😂",1,0,2024-10-03T13:18:46Z,
"The Zionist 🎭 has dropped revealing its true nature. 😢
Judgement Day is nigh. 💪🙏",2,0,2024-10-12T23:16:14Z,
Palestinians gave shelter to  hamas .. they rejoice on October 7  after hamas slaughtered Israelis women and children.. but now you cried after Israel retaliate....,1,0,2024-05-28T12:06:17Z,
"Its crazy that the soldiers share this online. Reminds me of the videos from US-Soldiers when they invaded Iraq.  just on a much bigger scale . Thats not deterrence, thats criminal insanity.",2,0,2024-10-06T21:12:07Z,
Free Palestine,0,0,2024-10-07T08:04:02Z,1
One sky book should be destroyed.,0,0,2023-10-12T17:12:20Z,
Al Jazeera is a terrorist organization  period,2,3,2024-05-16T02:00:38Z,
Free Palestine,0,0,2024-04-25T11:24:38Z,1
Is this an Israeli strike or was this a planned demolition?,0,0,2023-10-07T23:31:07Z,
"Hamas and Iran are  responsible for all this violence.
Hamas must attend the cease fire talks and  stop this carnage.
The images circulated on the news outlets are very disturbing to watch.
Hamas knows it's losing this war, why risking civilians' lives.
And Hezebollah's actions are adding fuel to the fire.",2,2,2024-08-18T13:41:23Z,
"From watching this one-sided investigation it's pretty clear:
1. Palestinians got phone calls and msgs that no Israeli did on  Oct 7th.
2. On Oct. 7th I saw videos of Palestinians celebrating and spitting on the hostages, parading them on TV including grandmothers and infants.
3. I have not seen or heard of any Palestinian having shelter offered to them by Hamas, leading me to believe that Hamas leadership doesn't care about the very people in their care.
4. Hamas is stealing free humanitarian aid so they can sell it on the black market to their own people at inflated prices. Maybe AlJezeera should make an investigative report about that. 

FREE PALESTINE FROM HAMAS, IGNORANCE AND POVERTY.",1,1,2024-10-03T12:19:50Z,
Free Palestine,0,0,2023-11-18T07:49:34Z,1
How can anyone do this to other humans? I am heartbroken 😭,0,0,2024-10-03T16:58:20Z,
Are you afraid of jews to say jews bombed residential apartments in their act of terror killing babies and kids in that?,0,0,2024-07-31T16:56:39Z,
Uh its called Islam...notice how that word is never used,1,0,2023-11-16T06:45:46Z,
Really?,4,0,2024-08-15T16:40:18Z,
...while brainwashed and ignorant Americans keep electing politicians who are sponsored by AIPAC.,0,0,2024-08-15T20:38:52Z,
BBC what about the stolen Jewish boys and girls .,1,0,2024-01-30T23:39:06Z,
Very likely that this was 'allowed to happen'.,3,0,2024-03-21T08:12:24Z,
Thanks Al Jazeera,0,0,2024-03-27T17:12:45Z,
"Nobody can say they didnt know, no one can deny who the monsters were",0,0,2024-10-12T12:14:39Z,
"Official data from the IDF shows that while the percentage of those who receive the exemption from conscription from among the secular and religious national youths is in a significant decrease, and the percentage of those who can be defined as evasions is generally negligible, the percentage of the ultra-Orthodox exemption recipients is stable, and is even expected to increase. The data is contained in a document of the Research and Information Center of The Knesset published last week. The center distributed a document on the implementation of the Tal Law, which is based on data presented by the Personnel Division at the General Staff also before the Plesner Committee to examine the change in the recruitment model.

According to the research center, the recruitment rate of 18-year-old Jewish men in 2011 was about 75%. Among the 25% of the yearbook members who were not recruited, 13% are ultra-Orthodox youth who were denied service for the reasons of ""Torah and His Holiness"". The rate of these was only 8.4% of the yearbook in 2004. It jumped to a rate of 13% in 2009 and has been stable since then, although the forecasts of the Personnel Division of the General Staff hold that without a change in the recruitment arrangements, there will be a further increase in the rate of Haredim exempted from service. , in the corresponding years there was a real change in the proportion of non-Orthodox recipients of the exemption. In 2005 their proportion was 14.8% of the year, in 2007 their proportion rose to a peak of 16.3% and in 2011 the proportion of exemption recipients dropped to a relative low of 12.1% of the year.",0,0,2024-03-25T18:57:08Z,
@cnn what do you mean it collapses after explosion?! It was destroyed by Israeli rockets.,0,0,2023-12-04T12:37:13Z,
Netanyahu wanted this to happen,1,0,2024-04-27T06:41:55Z,
"CNN spreads Hamas lies & propaganda
Hamas inflates and exaggerates
About 18,000 Hamas killed, say IDF",1,0,2024-08-15T17:30:35Z,
"Of all days, no one’s at the border fence or checkpoints on October 7. What a coincidence.",2,3,2023-11-16T04:46:16Z,
"Palestinian feels that they are the most protected people in the world, and they forgot that there's a lot more peoples also needs dire protection. They forgot October 7, they feel that they've won the war after October 7. I saw clips of October 7, and was shocked to see the real colour of Palestinian. I don't buy their lirs anymore. Israel also human being why threat israel like that. I stand with israel.",1,0,2024-08-21T06:46:12Z,
"Wearing video camera through it all is a smart move by the resistance. But also sad knowing that the clips were taken from those who have died.  They were brave men, knowing that they had 90% chance of dying, and only the camera on their body will be their only witness.",1,0,2024-03-22T13:13:32Z,
Does Al Jazeera support Hamas?,0,0,2024-10-03T18:05:20Z,
Maybe cnn should talk less and just show thr news for what it is !,0,0,2024-02-28T12:56:39Z,
Al Jarzeera continues to report the news with journalistic integrity even at their own risk and banishment by Israel.  Keep reporting the truth with integrity and professionalism.,339,1,2024-10-03T10:42:51Z,
It is clearly seen that most of the hostages were taken by the so called innocent civilians,0,0,2024-03-20T11:35:53Z,
The “reporter” said for the Us and Israel credibility there “better be” Tun les under the hospital. No not really. If you don’t hold the Palestinians accountable for lying about the hospital bombing they lied about then no not really.,5,1,2023-11-16T16:07:57Z,
"Thank u for doing the ""Gods work"" with your investigative journalism",2,0,2024-04-10T02:54:45Z,
The whole thing is probably staged by Israel to give a powerful excuse to cause genocide and fully takeover and occupied Gaza.,0,0,2023-11-21T15:58:05Z,
There is absolutely no context in which the wanton slaughter of innocents is in any way justified. What happened on October 7th cannot be justified. What's happening to innocents now in Gaza cannot be justified. Both are atrocities. This documentary attempts to minimize Hamas atrocities. Others attempt to minimize IDF atrocities. Neither is acceptable!,0,0,2024-06-03T23:15:43Z,
Only solution is banning the cult religion,0,0,2023-10-12T06:10:44Z,2
"Is your article about the atrocities of these terrorists, or is it more about blaming Israel for not having police all around their country while the borders in the US are wide open and you say nothing? Gotta Love Crescent News Network",1,0,2023-11-18T21:28:12Z,
Excellent journalism as always.  This deserves an award for calling out the hasbara of the Israeli propaganda machine.,0,0,2024-03-24T02:08:46Z,
"Thanks Al Jazeera ❤
This was heartbreaking 
Palestine must be free from evil zionist apartheid war criminal israel is",0,0,2024-10-03T20:02:02Z,
How  many thousands died there??,0,0,2023-10-07T20:52:12Z,
"Shame for CNN team.
You exposed yourselves completely.
Till now you are showing oct 7 , to hide the Israeli terrorist forces atrocities against hospitals, premature babies, women etc etc etc.
Don't you see the death and destruction thousands of innocent civilians?
Shame for CNN , you are foul beasts without hearts.
Your job is to defend the innocent killings by Israeli terrorist forces.
Shame for you",0,0,2023-11-16T03:24:34Z,
"These people dont live peacefully, one religion is full of terrorist",0,0,2023-10-18T10:48:40Z,
Good this came up after watching your in-depth 'Hannibal Directive' docu. Stay up!,2,0,2024-08-08T10:11:15Z,
"Watch 8:45 again 😢
They are really strong people fighting for the next generation 😢😢😢",0,2,2024-03-24T11:19:20Z,
Trust al Jazeera for transparency 👏👏,0,0,2024-03-30T05:11:11Z,
"Realistically Palestine is screwed, the evil forces are too powerful",0,0,2024-10-03T14:52:08Z,
"Its weird that all the media said it was attack on civilians, but all what i saw armed terrorists vs armed occupation army. Kinda fair fight.  But then israel respond with killing children instead of killing terrorists and hamas leaders stay untouched not even mentioned, safe in Qatar where the biggest usa base in the middle east.  Nothing make sense",0,0,2023-11-16T02:57:46Z,
"Israelis have duel citizenship , they can leave Israel and go somewhere else palatines do not.",0,0,2024-10-15T04:25:18Z,
I think the documentary should start from 4th October 2023.,0,0,2024-03-26T13:25:15Z,
"Of course, this film will be attacked based on the opening scene: It shows the ""wrong"" victims.
The western press has a new rule, exemplified by Piers Morgan, that you first must condemn Hamas in the strongest words, and praise Israel for it's ""most humanitarian army of the world"" - and only then you may be allowed to say a few words about the suffering of ""the others"".",0,1,2024-10-12T17:53:08Z,
I had to watch this just to see how Al Jazeera would report October 7.,0,0,2024-03-20T17:01:32Z,
"Ordinary Citizens?, There's nothing ordinary about a people training themselves to embrace hateful, violent, radical extremist ways, and insisting on  wiping out another nation polar opposite to themselves, digging terror tunnels, praising and loving the actions  of their own home grown Terror group, Absolutely Nothing Ordinary about such a people/citizens, Absolutely Nothing!!!!",0,0,2024-08-18T05:11:56Z,
"The documentation of their atrocities will require numerous documentaries similar to this one,  ""What Happened to Hind,"" ""Rafah Massacre,"" and other war crimes are truly unforgettable.",3,0,2024-10-04T06:08:59Z,
They live to have war,0,0,2024-04-24T07:42:52Z,2
I have not seen a American president who did not lead to mass genocide from the established of the country to today.,0,0,2024-03-22T18:36:44Z,
"I am of the opinion that not being Jewish and not being Arab or Palestinian, I have no right to put my mouth on this eternal conflict, so much so that I do not know so well the reasons and the real motives of this conflict but in my private life, I believed that Israel was the victim rather than the executioner but after seeing this video, I changed my mind a little. I do not know if the things said and shown in this report are true, but if they are I believe that the Netanyahu government is more executioner than victim. Where is the United Nations? Why is it allowed that soldiers of a national army of a so-called ""civilized"" country, commit these violations of international law? All this is horrible, and makes us understand that despite technological progress, we are still primitive men and that all these organizations like the UN are useless. We live in total hypocrisy....",1,0,2024-10-09T23:18:10Z,
"They can't help but lie, it's genetic for them.",1,0,2024-03-21T13:44:52Z,
"This is why Hamas refused to surrender because Israel will cause damage to their homelands.

Because even if they did,Israel will still torment them & gloating them for just being Muslims & gloating them for their victories @ss ✌""God's Chosen""✌

Just imagine after this if Hamas lose, they will steal their homes with no compensation, no justice for collateral murders & dancing on their families graves",0,1,2024-08-15T16:42:02Z,
Stop poking the lion. 😂,0,0,2024-03-26T02:52:50Z,
"You people act as though American citizens get a choice regarding where our money goes to! In order for us to get a choice,  another Civil War will have to happen! And currently you don’t see that do you? So as of right now, we’re not getting a choice!! 
How do you think we feel about giving any weapons to a country that blew up one of our ships and our veterans?  the USS liberty! Do you think that average citizens here want our money going to weapons and to wars? No we don’t!  But I don’t want foreign aid going out to a country that killed American Citizen named Hirsch that Hamas killed!  You had no right to kill him!  So most of us don’t feel sorry for either side!  This is not an American war, and it shouldn’t be an American problem! I find it all disgusting! And I can’t stand the thought of the animals, the real animals, dogs, cats, horses, birds, etc. all being killed for no reason! They don’t even know what’s going on in there being either killed or eaten and it’s disgusting!  And I’m tired of being asked for money by all these groups! You’re all start your wars everywhere and then you want Americans to give you money?  We don’t want to give you or anybody else  any money!  Our money should be sent over to the hurricane victims and into our borders to protect our own country!",0,0,2024-10-07T17:55:10Z,
Israel with those act are never going to live in peace....and this has been gone on for 75 years because of the militant Jews and the American and British Jewish lobby.,0,0,2024-08-15T16:16:05Z,
Criminals self glorifying phychos,0,0,2023-11-20T06:34:08Z,
Whats the point of coments if you cant call out the murdersand genocide thats being committed here???,0,0,2024-11-06T00:03:10Z,
Your lies don't justify Israel's attacks on civilian places,1,0,2023-11-16T05:21:49Z,
One day… when the money is no longer flowing… we will all call this what it is.,2,0,2024-10-05T15:37:36Z,
"""the first live streamed genocide in history""  how gross is iarael?  horrible.",7,0,2024-10-23T02:17:19Z,
NO MORE WAR PLEASE😢❤ALLAH SAVE THOSE INNOCENT PEOPLE❤❤🤲🏻,1,0,2023-11-11T03:12:48Z,
biased news channel that's why Israel shut down the HQ,1,0,2024-05-06T07:58:28Z,
"Does anyone believe for one minute that Israel didn't allow this to happen on purpose so they do exactly what they're doing now in Gaza, and that's ethnic cleansing??",2,0,2024-03-20T20:59:47Z,
Why American silent,0,0,2024-10-03T13:40:47Z,
The Palestinian Holocaust.,3,0,2024-10-06T16:55:46Z,
"Omg. There are innocent children and babies in those buildings. Stop this, no ways is this revenge or self defense anymore..... This is a Genocide!  Jesus is watching you Israel!!! People of God supporting this Jesus is watching you! 💔💔💔💔💔💔💔💔💔💔💔💔",0,0,2023-10-26T17:56:01Z,
I love this documentary!! The take away on this documentary is don't attack Israel and Israel and won't attack back. Got it!,0,0,2024-10-14T04:49:54Z,
"the question i ask. a 100000 times how did they convinently cross these security check points without retaliation ... when are supposedly always at war.... glider flying in Call of duty style ... when a fly cant even get into isreal without the ""iron dome"" activated.... something fishy happened that day",7,3,2023-11-17T04:08:11Z,
"'videos that idf has released, not independent journalists...'  as the last one cnn employed turned out to be a member of hamas😅",19,4,2023-11-16T02:12:49Z,
"The questions is... 
Where's Hamas? Hide and seek.",4,0,2024-02-01T06:52:41Z,
Every non Muslim country has an Islamic problem 😅,0,0,2024-08-19T19:58:48Z,
now Allah busy with 72 ?,0,0,2024-02-22T00:15:21Z,
Its horrifying.....Can't see full video..,0,0,2024-10-03T14:25:36Z,
The horrific and utter insanity 😮😮😮 There are so many complicit in this genocide 😮 Especially a bunch of leaders around the world 🤬,3,0,2024-10-05T19:55:06Z,
"Indeed, the Jews are masters of words and masters of lies",0,0,2023-11-18T20:16:36Z,
"So the jewish is like this? Is that religion people are happy to see people dying without a reason. 
Because I saw all the jews and Israelis are defending their soldiers . Guys u guys are human too please speak on the behalf of humanity too .",3,0,2024-10-06T15:47:57Z,
Never step on a tail of a snake. He will bite. I hope they will learn now.,0,0,2023-10-11T15:13:17Z,
Let the truth come out.,1,0,2024-03-20T15:58:50Z,
"🇺🇸🇮🇱🇺🇸🇮🇱🇺🇸🇺🇸we the American don’t care what cnn said , everyone in the USA knows cnn always lies 🇮🇱🇺🇸🇮🇱🇺🇸🇮🇱",0,0,2023-11-20T15:28:35Z,
This religion is pure evil.,0,0,2023-11-16T03:48:08Z,
"Is it an ""explosion""
Or an isnotreal missile that has been launched against this building through american aid",0,0,2024-09-23T06:11:37Z,
"Us ,uk,France and Germany",0,0,2024-08-15T17:24:45Z,
Thank you for showing this to the world. They can't fake history again,0,0,2024-10-03T14:34:36Z,
Occupy occupy country Israel 😮😮😮😮,0,0,2024-10-24T11:57:32Z,
IDF killed their own people.,1,0,2023-11-19T07:43:52Z,
The Nazi defense force is worse than Hamas,0,0,2024-01-31T02:01:26Z,
Why is this still going on !?!?! 😢 please stop already !!,0,0,2024-01-02T01:04:31Z,
"40,000 is the result of Pelosi diplomacy.",0,0,2024-08-15T16:25:40Z,
This is radical islam. I wiuldbt let ine more muslim in our country. They are incompatible wuth western free nations. I cant believe how stupid europe and north america was for letting them in. Allah dies not go  with jesus or nonbelievers. The agenda if thetes is to migrate to sll different countries snd breed many more muslims and infiktrate government to change that country into the desert easteland they come from.,0,0,2023-10-08T16:04:20Z,1
CNN CLOSING THERE EYES TO THE 10000 PALESTINIANS WOMEN AND BABES BEING MASSACRE IN GAZA! what a shame!,1,0,2023-11-16T04:34:36Z,
Thiis kind of information must be shared with everybody. Official mediad only spreads lies to demonstrate that gaza people are monsters.,0,0,2024-05-04T21:10:23Z,
"Fucking liars.
Israel didn't respond until after Oct. 7th 
It's Hamas that doesn't care about their own people.",0,0,2024-04-21T09:43:17Z,
@57:10 No terrorists in Al Shifa? 😂 We all saw the CCTV footage.,0,1,2024-10-03T21:45:21Z,
The 6 oclock news in the west writes history,0,0,2024-10-13T06:47:45Z,
But Al-Jazeera never condemn HAMAS for October 7 massacre of Jewish people🇮🇱😭❤,0,1,2024-10-20T13:43:26Z,
Good to see Mr FAFO is in this doco. some nice state run propaganda here!,1,0,2024-10-04T01:12:37Z,
Free Palestine,0,0,2023-11-16T04:36:09Z,1
First christians killed jews now muslims are doing same thing😢,0,0,2023-11-23T06:26:41Z,
